Record_ID,Auction_ID,Bidder_ID,Bidder_Tendency,Bidding_Ratio,Successive_Outbidding,Last_Bidding,Auction_Bids,Starting_Price_Average,Early_Bidding,Winning_Ratio,Auction_Duration,Class
1,732,_***i,0.2,0.4,0,0.0000277778,0,0.993592814,0.0000277778,0.666666667,5,0
2,732,g***r,0.024390244,0.2,0,0.0131226852,0,0.993592814,0.0131226852,0.944444444,5,0
3,732,t***p,0.142857143,0.2,0,0.0030416667,0,0.993592814,0.0030416667,1,5,0
4,732,7***n,0.1,0.2,0,0.0974768519,0,0.993592814,0.0974768519,1,5,0
5,900,z***z,0.051282051,0.222222222,0,0.0013177910,0,0,0.0012417328,0.5,7,0
8,900,i***e,0.038461538,0.111111111,0,0.0168435847,0,0,0.0168435847,0.8,7,0
10,900,m***p,0.4,0.222222222,0,0.0067807540,0,0,0.0067741402,0.75,7,0
12,900,k***a,0.137931034,0.444444444,1,0.7680439815,0,0,0.0163111772,1,7,1
13,2370,g***r,0.12195122,0.185185185,1,0.0350214947,0.333333333,0.993528095,0.0239632937,0.944444444,7,1
27,600,e***t,0.155172414,0.346153846,0.5,0.5709937169,0.307692308,0.993592814,0.4137880291,0.611111111,7,1
37,2172,o***u,0.6,0.5625,1,0.4576306217,0,0,0.4574735450,0.6,7,1
38,1370,7***3,0.5,0.105263158,0,0.0286921296,0.052631579,0,0.0286541005,0.666666667,7,0
39,1370,i***r,0.017241379,0.052631579,0,0.0576554233,0.052631579,0,0.0576554233,0,7,0
40,2236,i***i,0.041322314,0.208333333,1,0.2860449735,0.25,0,0.2860251323,0.818181818,7,1
43,2236,_***r,0.142857143,0.041666667,0,0.3873478836,0.25,0,0.3873478836,0,7,0
44,2236,e***e,0.007246377,0.041666667,0,0.5474272487,0.25,0,0.5474272487,0,7,0
45,2236,a***n,0.01,0.041666667,0,0.5892857143,0.25,0,0.5892857143,0,7,0
46,2236,t***s,0.025641026,0.041666667,0,0.9126388889,0.25,0,0.9126388889,0,7,0
53,2370,i***m,0.172413793,0.185185185,1,0.1337830688,0.333333333,0.993528095,0.0487483466,0.933333333,7,1
54,2370,s***i,0.010309278,0.037037037,0,0.1309953704,0.333333333,0.993528095,0.1309953704,0,7,0
59,181,p***b,0.25,0.111111111,0,0.9946412037,0,0,0.6468518519,1,1,0
65,181,i***0,0.023255814,0.055555556,0,0.9179513889,0,0,0.9179513889,0,1,0
67,432,g***s,0.041666667,0.142857143,0,0.1076074735,0,0,0.1076074735,0.842105263,7,0
68,432,0***0,0.111111111,0.714285714,0.5,0.0555009921,0,0,0.0537632275,0.818181818,7,1
71,1370,o***-,0.25,0.052631579,0,0.3339236111,0.052631579,0,0.3339236111,0,7,0
72,1370,0***e,0.052631579,0.157894737,0,0.4609656085,0.052631579,0,0.3197503307,0.793103448,7,0
73,1968,9***r,1,0.6,0.5,0.0002013889,0,0,0.0000486111,0,5,0
85,522,u***0,0.142857143,0.041666667,0,0.0003163580,0.25,0.993592814,0.0003163580,0,3,0
88,522,r***a,0.017391304,0.083333333,0,0.6623070988,0.25,0.993592814,0.0002121914,0,3,0
90,1847,9***m,1,0.090909091,0.5,0.9300264550,0.454545455,0,0.9299900794,0,7,0
93,1847,t***o,0.045454545,0.03030303,0,0.9741534392,0.454545455,0,0.9741534392,0,7,0
103,522,0***e,0.070175439,0.166666667,0,0.3479205247,0.25,0.993592814,0.3478819444,0.793103448,3,0
107,522,a***_,0.066666667,0.041666667,0,0.7657638889,0.25,0.993592814,0.7657638889,0,3,0
108,522,n***u,0.222222222,0.083333333,0,0.8841319444,0.25,0.993592814,0.7656520062,0,3,0
109,522,r***0,0.052631579,0.041666667,0,0.8275617284,0.25,0.993592814,0.8275617284,0,3,0
111,547,t***c,0.043478261,0.166666667,0,0.0564136905,0,0,0.0564136905,0.8,7,0
113,143,h***m,0.157894737,0.375,0,0.5231620370,0,0,0.0003055556,0.727272727,5,0
114,547,w***n,0.571428571,0.666666667,0.5,0.0019758598,0,0,0.0019758598,1,7,1
116,143,c***r,0.052631579,0.125,0,0.0245416667,0,0,0.0245416667,1,5,0
117,2419,o***o,0.009803922,0.023809524,0,0.9911954365,0.571428571,0.993528095,0.9911954365,0,7,0
129,2076,r***b,0.210526316,0.235294118,0,0.0000380291,0,0,0.0000082672,0.833333333,7,0
130,2165,e***z,0.481481481,0.26,1,0.9308472222,0.64,0.993592814,0.9271805556,0.666666667,5,1
132,461,i***4,0.103448276,0.136363636,0,0.6902066799,0.181818182,0.993592814,0.6902017196,0.8,7,0
133,461,r***n,0.058823529,0.045454545,0,0.1587632275,0.181818182,0.993592814,0.1587632275,0,7,0
134,461,c***i,0.022727273,0.045454545,0,0.5773578042,0.181818182,0.993592814,0.5773578042,0,7,0
135,2076,n***n,0.025974026,0.117647059,0,0.0000115741,0,0,0.0000033069,0.833333333,7,0
137,2076,n***s,0.043478261,0.058823529,0,0.0073627646,0,0,0.0073627646,0,7,0
138,368,3***3,0.071428571,0.025,0,0.8511111111,0.55,0.993592814,0.8511111111,0,5,0
141,1165,h***h,0.020833333,0.017241379,0,0.3179629630,0.689655172,0.993592814,0.3179629630,0,1,0
142,1165,n***n,0.025974026,0.034482759,0,0.3190509259,0.689655172,0.993592814,0.3167245370,0,1,0
143,1165,s***n,0.011764706,0.017241379,0,0.4226967593,0.689655172,0.993592814,0.4226967593,0,1,0
144,1165,0***h,0.034482759,0.017241379,0,0.4928935185,0.689655172,0.993592814,0.4928935185,0,1,0
149,368,r***s,0.142857143,0.1,0.5,0.8670555556,0.55,0.993592814,0.8669421296,0.9,5,1
151,979,s***c,0.111111111,0.2,0,0.0020039683,0,0,0.0019907407,0.777777778,7,0
153,979,s***-,0.2,0.3,0,0.6198578042,0,0,0.2447734788,0.7,7,0
154,368,a***9,0.083333333,0.05,0,0.8999444444,0.55,0.993592814,0.8999074074,0,5,0
155,979,e***e,0.014492754,0.2,0,0.1697089947,0,0,0.1427926587,0.865671642,7,0
159,368,c***o,0.181818182,0.05,0,0.9149791667,0.55,0.993592814,0.9149675926,0,5,0
160,979,d***u,0.105263158,0.2,0,0.2637218915,0,0,0.2637152778,0.909090909,7,0
161,979,c***9,0.125,0.1,0,0.4266154101,0,0,0.4266154101,1,7,0
165,1269,a***g,0.4,0.076923077,0,0.9498819444,0.307692308,0,0.9498657407,0,5,0
166,1269,_***i,0.1,0.038461538,0,0.9566273148,0.307692308,0,0.9566273148,0,5,0
169,2086,w***s,0.142857143,0.03030303,0,0.0000049603,0.454545455,0.993592814,0.0000049603,0,7,0
170,2086,s***s,0.010204082,0.03030303,0,0.0271494709,0.454545455,0.993592814,0.0271494709,0,7,0
171,2086,i***b,0.5,0.151515152,0,0.7275214947,0.454545455,0.993592814,0.7130357143,0.75,7,0
176,550,1***i,0.04,0.2,0,0.0003125000,0,0,0.0003125000,1,3,0
177,818,n***t,0.010416667,0.076923077,0,0.9649537037,0,0.993592814,0.9649537037,0,3,0
180,1001,b***b,0.012987013,0.058823529,0,0.9903472222,0,0,0.9903472222,0,1,0
191,352,y***s,0.027027027,0.058823529,0,0.9141358025,0,0.993592814,0.9141358025,0,3,0
192,352,9***3,0,0.058823529,0,0.0017129630,0,0.993592814,0.0017129630,0,3,0
193,995,r***r,0.07826087,0.219512195,0,0.9728202160,0.56097561,0.993592814,0.7791512346,0.87755102,3,0
194,995,p***u,0.75,0.073170732,0.5,0.9416203704,0.56097561,0.993592814,0.9413966049,0,3,1
197,352,m***r,0.025,0.058823529,0,0.0029205247,0,0.993592814,0.0029205247,0,3,0
198,438,0***i,0.060606061,0.4,0,0.0000710979,0,0,0.0000165344,0.736842105,7,0
201,438,y***s,0.054054054,0.4,0,0.0190261243,0,0,0.0190211640,0.857142857,7,0
202,870,a***k,0.026666667,0.043478261,0,0.7953125000,0.608695652,0.99935281,0.7952893519,0,1,0
203,352,-***w,1,0.235294118,0,0.9455208333,0,0.993592814,0.9454359568,1,3,0
207,738,a***6,0.015151515,0.033333333,0,0.0000162037,0.4,0,0.0000162037,0,5,0
208,738,e***o,0.028571429,0.033333333,0,0.0000069444,0.4,0,0.0000069444,0,5,0
209,738,k***2,0.333333333,0.033333333,0,0.0000092593,0.4,0,0.0000092593,0,5,0
211,738,y***g,0.166666667,0.033333333,0,0.0117523148,0.4,0,0.0117523148,0,5,0
212,1349,r***r,0.008695652,0.032258065,0,0.0000115741,0.419354839,0.993592814,0.0000115741,0,5,0
214,1349,a***a,0.012084592,0.129032258,0,0.0543472222,0.419354839,0.993592814,0.0359606481,0.848214286,5,0
217,1349,e***l,0.056603774,0.096774194,0,0.0921990741,0.419354839,0.993592814,0.0015972222,0,5,0
221,1045,c***2,0.033333333,0.142857143,0,0.8923875661,0,0,0.8923875661,1,7,0
223,870,d***a,0.08,0.086956522,0,0.9608564815,0.608695652,0.99935281,0.8448495370,0,1,0
224,870,c***m,0.75,0.065217391,0,0.8750462963,0.608695652,0.99935281,0.8750462963,0,1,0
242,1892,u***r,0.014084507,0.066666667,0,0.3329591049,0,0,0.3329591049,0,3,0
245,1349,r***1,0.090909091,0.032258065,0,0.1711342593,0.419354839,0.993592814,0.1711342593,0,5,0
246,1349,r***i,0.266666667,0.129032258,0,0.5562986111,0.419354839,0.993592814,0.4275000000,1,5,0
247,1349,d***a,0.18,0.290322581,0,0.7007175926,0.419354839,0.993592814,0.6971712963,1,5,0
251,838,n***_,0.090909091,0.029411765,0,0.0000132275,0.470588235,0.999935281,0.0000132275,0,7,0
252,838,t***r,0.05,0.029411765,0,0.0200082672,0.470588235,0.999935281,0.0200082672,0,7,0
255,1943,a***k,0.04,0.09375,0,0.8516319444,0.4375,0.993592814,0.8516319444,0,3,0
256,1943,u***m,0.025641026,0.03125,0,0.9666087963,0.4375,0.993592814,0.9666087963,0,3,0
257,1661,r***g,0.034482759,0.142857143,0,0.6989814815,0,0,0.6989814815,0.823529412,7,0
258,1943,1***v,0,0.03125,0,0.9811381173,0.4375,0.993592814,0.9811381173,0,3,0
264,807,e***o,0.028571429,0.04,0,0.1423996914,0.28,0,0.1423996914,0,3,0
265,807,f***f,0.466666667,0.28,0,0.2899498457,0.28,0,0.2899498457,0.833333333,3,0
266,807,.***.,0.454545455,0.2,1,0.7829166667,0.28,0,0.7828587963,1,3,1
267,807,n***s,0.043478261,0.04,0,0.9057831790,0.28,0,0.9057831790,0,3,0
272,807,n***t,0.010416667,0.04,0,0.9129668210,0.28,0,0.9129668210,0,3,0
273,2079,i***o,0.03030303,0.166666667,0,0.0000810185,0,0,0.0000810185,0.866666667,1,0
274,2079,o***l,0.028571429,0.166666667,0,0.0001273148,0,0,0.0001273148,0.761904762,1,0
275,2079,i***v,0.058823529,0.166666667,0,0.0095601852,0,0,0.0095601852,0.75,1,0
278,25,n***l,0.054054054,0.111111111,0,0.5091666667,0,0,0.0000033069,0.777777778,7,0
282,1644,a***k,0.026666667,0.048780488,0,0.0739550265,0.56097561,0.993528095,0.0739434524,0,7,0
284,1644,_***t,0.8,0.097560976,0,0.3413177910,0.56097561,0.993528095,0.1635036376,0,7,0
288,556,r***r,0.026086957,0.054545455,0,0.9901890432,0.672727273,0.99935281,0.9883371914,0,3,0
299,1392,t***m,0.25,0.1,0,0.9882192460,0,0,0.9882192460,1,7,0
300,1392,t***l,0.043478261,0.1,0,0.9974884259,0,0,0.9974884259,1,7,0
301,1392,4***b,0.5,0.1,0,0.9931365741,0,0,0.9931365741,1,7,0
302,1392,1***i,0.04,0.1,0,0.9957605820,0,0,0.9957605820,1,7,0
308,1577,x***i,0.2,0.025,0,0.8362268519,0.55,0.993592814,0.8362268519,0,1,0
313,1610,i***n,0.025,0.076923077,0,0.6415779321,0,0,0.6415779321,0,3,0
314,1610,s***l,0.085714286,0.230769231,0.5,0.6688001543,0,0,0.6687654321,1,3,0
316,1141,u***_,0.424242424,0.666666667,1,0.9069984568,0.142857143,0,0.7001311728,0.8,3,1
329,1392,0***e,0.052631579,0.3,0.5,0.8555539021,0,0,0.6805142196,0.793103448,7,1
337,166,i***e,0.038461538,0.166666667,0,0.0001273148,0,0,0.0001273148,0.8,1,0
338,166,l***s,0.037037037,0.166666667,0,0.0295601852,0,0,0.0295601852,1,1,0
339,166,r***p,0.2,0.166666667,0,0.2466087963,0,0,0.2466087963,0.5,1,0
340,166,0***i,0.03030303,0.166666667,0,0.3411805556,0,0,0.3411805556,0.736842105,1,0
342,651,o***t,0.030769231,0.2,0,0.0001350309,0,0,0.0000925926,0.782608696,3,0
343,651,c***b,0.4,0.2,0,0.0007716049,0,0,0.0007716049,1,3,0
346,651,a***a,0.003021148,0.1,0,0.4754166667,0,0,0.4754166667,0.848214286,3,0
349,1370,t***n,0.009259259,0.052631579,0,0.5344907407,0.052631579,0,0.5344907407,0,7,0
350,600,a***o,0.067226891,0.307692308,0,0.4351835317,0.307692308,0.993592814,0.4244543651,0.757575758,7,0
354,600,r***h,0.008196721,0.038461538,0,0.5599074074,0.307692308,0.993592814,0.5599074074,0,7,0
355,600,u***-,1,0.115384615,0,0.6088078704,0.307692308,0.993592814,0.5544130291,1,7,0
356,600,h***c,0.055555556,0.038461538,0,0.6584507275,0.307692308,0.993592814,0.6584507275,0,7,0
358,600,a***j,0.076923077,0.038461538,0,0.6154861111,0.307692308,0.993592814,0.6154861111,0,7,0
359,600,o***s,0.04,0.038461538,0,0.6360085979,0.307692308,0.993592814,0.6360085979,0,7,0
362,181,o***o,0.009803922,0.055555556,0,0.9968055556,0,0,0.9968055556,0,1,0
363,1083,y***b,0.034482759,0.083333333,0,0.0003356481,0,0,0.0003356481,0,1,0
364,1083,u***4,0.25,0.083333333,0,0.0004629630,0,0,0.0004629630,0,1,0
368,2370,a***r,0.014925373,0.037037037,0,0.1376339286,0.333333333,0.993528095,0.1376339286,0,7,0
370,2370,n***o,0.073170732,0.111111111,0,0.2644775132,0.333333333,0.993528095,0.2644692460,1,7,0
371,2370,a***y,0.043478261,0.037037037,0,0.9052579365,0.333333333,0.993528095,0.9052579365,0,7,0
373,2370,s***h,0.1,0.037037037,0,0.3113690476,0.333333333,0.993528095,0.3113690476,0,7,0
374,432,5***_,0.125,0.142857143,0,0.4906018519,0,0,0.4906018519,0.5,7,0
378,783,l***s,0.222222222,0.214285714,0,0.9648611111,0.357142857,0.993528095,0.9648032407,1,1,0
379,783,h***a,0.045454545,0.035714286,0,0.9787268519,0.357142857,0.993528095,0.9787268519,0,1,0
381,1370,6***h,0,0.052631579,0,0.9835466270,0.052631579,0,0.9835466270,0,7,0
382,1185,i***o,0.151515152,0.3125,0,0.8776669974,0,0,0.7789781746,0.866666667,7,0
383,1185,o***h,0.176470588,0.1875,0.5,0.2989533730,0,0,0.2989318783,1,7,1
386,1185,h***u,0.235294118,0.25,1,0.3756398810,0,0,0.3756117725,1,7,1
389,715,l***4,0.111111111,0.090909091,0,0.0000049603,0,0,0.0000049603,0,7,0
390,715,9***9,0.022222222,0.090909091,0,0.0000016534,0,0,0.0000016534,0,7,0
392,1185,r***0,0.052631579,0.0625,0,0.3875661376,0,0,0.3875661376,0,7,0
399,2370,7***.,1,0.222222222,1,0.7622437169,0.333333333,0.993528095,0.7622156085,1,7,1
400,1370,e***e,0.036231884,0.263157895,1,0.8051207011,0.052631579,0,0.8051157407,0.865671642,7,1
402,1083,h***h,0.020833333,0.083333333,0,0.1023379630,0,0,0.1023379630,0,1,0
403,1083,y***e,0.041666667,0.166666667,0,0.0453935185,0,0,0.0452777778,1,1,0
406,1264,q***0,0.125,0.166666667,0,0.0001620370,0,0,0.0001620370,0.5,1,0
407,1264,a***a,0.003021148,0.166666667,0,0.0006365741,0,0,0.0006365741,0.848214286,1,0
408,1264,k***w,1,0.333333333,0,0.0489120370,0,0,0.0457870370,1,1,0
410,1264,s***o,0.038461538,0.166666667,0,0.1452083333,0,0,0.1452083333,0.769230769,1,0
411,1264,k***k,0.028571429,0.166666667,0,0.3623032407,0,0,0.3623032407,0.888888889,1,0
412,2534,r***o,0.069767442,0.272727273,0,0.1062083333,0,0,0.0257361111,0.866666667,5,0
413,2534,c***a,0.035714286,0.090909091,0,0.0589189815,0,0,0.0589189815,0,5,0
420,496,v***t,0.130434783,0.065217391,0,0.9825777116,0.608695652,0.999935281,0.9794279101,0,7,0
422,1541,a***a,0.003021148,0.0625,0,0.0000046296,0,0,0.0000046296,0,5,0
427,2273,m***c,0.2,0.02173913,0,0.0001388889,0.608695652,0.993592814,0.0001388889,0,1,0
428,2273,0***c,0.5,0.043478261,0,0.0407060185,0.608695652,0.993592814,0.0000462963,0,1,0
429,2273,b***n,0.2,0.02173913,0,0.0042361111,0.608695652,0.993592814,0.0042361111,0,1,0
430,2273,n***d,0.025,0.02173913,0,0.0190625000,0.608695652,0.993592814,0.0190625000,0,1,0
432,1582,m***b,0.066666667,0.166666667,0,0.6080439815,0,0.993592814,0.6080439815,0.6,1,0
433,1582,n***0,0.105263158,0.333333333,0,0.4718518519,0,0.993592814,0.4718518519,0.75,1,0
442,2273,z***l,0.333333333,0.130434783,0.5,0.7387384259,0.608695652,0.993592814,0.7340509259,1,1,1
446,276,s***n,0.023529412,0.181818182,0,0.0221213624,0,0,0.0003356481,0.935483871,7,0
447,276,t***a,0.055555556,0.090909091,0,0.0000099206,0,0,0.0000099206,0,7,0
448,276,4***i,0.25,0.272727273,0,0.6924322090,0,0,0.0004150132,1,7,0
449,1273,r***o,0.023255814,0.1,0,0.0001851852,0,0,0.0001851852,0.866666667,1,0
450,1273,s***6,0.25,0.1,0,0.0000925926,0,0,0.0000925926,1,1,0
451,1273,i***i,0.008264463,0.1,0,0.0048726852,0,0,0.0048726852,0.818181818,1,0
452,871,n***l,0.135135135,0.161290323,0,0.9880671296,0.419354839,0.993592814,0.9640724206,0.777777778,7,0
454,871,k***n,0.1,0.032258065,0,0.9647371032,0.419354839,0.993592814,0.9647371032,0,7,0
455,276,0***w,0.5,0.181818182,0,0.0010317460,0,0,0.0010218254,1,7,0
457,276,a***a,0.003021148,0.090909091,0,0.0041931217,0,0,0.0041931217,0,7,0
459,2273,a***s,0.12987013,0.217391304,0.5,0.7796990741,0.608695652,0.993592814,0.7333912037,0.923076923,1,1
461,2273,n***t,0.010416667,0.02173913,0,0.9479861111,0.608695652,0.993592814,0.9479861111,0,1,0
462,2273,a***a,0.024169184,0.173913043,0.5,0.9861574074,0.608695652,0.993592814,0.4851157407,0.848214286,1,1
464,1012,p***3,0.454545455,0.357142857,1,0.4604411487,0,0,0.4066250864,1,3,1
466,1473,z***a,0.166666667,0.045454545,0,0.4458140432,0.181818182,0,0.4458140432,0,3,0
467,1473,e***8,0.1875,0.136363636,0.5,0.2873263889,0.181818182,0,0.2548919753,0.666666667,3,0
468,1473,u***r,0.014084507,0.045454545,0,0.5781520062,0.181818182,0,0.5781520062,0,3,0
469,1473,a***a,0.006042296,0.090909091,0,0.8602700617,0.181818182,0,0.8602700617,0,3,0
471,871,5***_,0.875,0.225806452,0.5,0.8781994048,0.419354839,0.993592814,0.8761772487,0.5,7,1
472,871,s***0,0.05,0.032258065,0,0.0144460979,0.419354839,0.993592814,0.0144460979,0,7,0
475,378,e***l,0.018867925,0.142857143,0,0.7608416005,0,0,0.7608416005,0.857142857,7,0
476,871,i***e,0.115384615,0.096774194,0,0.5554001323,0.419354839,0.993592814,0.5517245370,0,7,0
477,871,6***r,0.357142857,0.161290323,0.5,0.8585102513,0.419354839,0.993592814,0.8584540344,0.8,7,1
480,1012,u***b,0.142857143,0.071428571,0,0.4852086344,0,0,0.4852086345,0,3,0
481,1012,e***-,0.2,0.071428571,0,0.7038388425,0,0,0.7038388425,0,3,0
482,1012,x***_,1,0.214285714,0,0.7009874002,0,0,0.7009756174,1,3,0
483,1582,n***t,0.010416667,0.166666667,0,0.7830902778,0,0.993592814,0.7830902778,1,1,0
484,1582,s***o,0.076923077,0.333333333,0,0.9841435185,0,0.993592814,0.9839814815,0.769230769,1,0
486,1314,e***_,0.1,0.153846154,0,0.7309490741,0,0,0.7309490741,0.833333333,1,0
489,1548,8***i,0.076923077,0.1,0,0.0041666667,0,0,0.0041666667,0.833333333,5,0
490,1548,a***n,0.03,0.3,0,0.0017222222,0,0,0.0016967593,0.666666667,5,0
492,1273,a***n,0.04,0.4,0,0.1406481481,0,0,0.1406481481,0.666666667,1,0
493,1273,t***b,0.2,0.1,0,0.0125810185,0,0,0.0125810185,1,1,0
495,1541,a***-,0.041666667,0.0625,0,0.0015115741,0,0,0.0015115741,0,5,0
496,1541,d***d,0.115384615,0.1875,0,0.0027847222,0,0,0.0004560185,0.916666667,5,0
498,1541,b***s,0.066666667,0.0625,0,0.1451342593,0,0,0.1451342593,0,5,0
499,1541,_***r,0.142857143,0.0625,0,0.0062731481,0,0,0.0062731481,0,5,0
500,1541,i***r,0.051724138,0.1875,0,0.7357500000,0,0,0.7357060185,1,5,0
501,1541,_***a,0.142857143,0.0625,0,0.0864375000,0,0,0.0864375000,0,5,0
502,1541,c***s,0.25,0.0625,0,0.2151319444,0,0,0.2151319444,0,5,0
503,1541,g***r,0.024390244,0.0625,0,0.5704884259,0,0,0.5704884259,0,5,0
507,572,6***e,0.1875,0.096774194,0,0.5977281746,0.419354839,0.993592814,0.0994708995,0,7,0
509,572,a***i,0.02247191,0.064516129,0,0.5778505291,0.419354839,0.993592814,0.5778439153,0,7,0
510,572,b***b,0.025974026,0.064516129,0,0.2720535714,0.419354839,0.993592814,0.2720056217,0,7,0
513,572,a***u,0.03125,0.032258065,0,0.3505803571,0.419354839,0.993592814,0.3505803571,0,7,0
